Name	Name_simpl	year_obtained	CoderemonteeHarmonise3years	codenumremonteeHarmonise3years	codenumremonteeAvg3years	IDJeremyYear1	coderemonteeYear1	codenumremonteeYear1	IDJeremyYear2	coderemonteeYear2	codenumremonteeYear2	IDJeremyYear3	coderemonteeYear3	codenumremonteeYear3	Nb_Clust_A3	Lmax_P_A3	Rat_P_A3	Min_M_A3	DifMax_M_A3	Min_V_A3	Area_Peak_Inflo_A3	Reb_Mag_A3	Max_Peak_A3	Max_Reb_A3	First_Reb_A3	Rat_Peak_A3	First_Flo_A3	Cont_Flo_A3	PCo1	PCo2	PCo3	PCo4	PCo5	ID	Axis1	Axis2	Axis3	Axis4	Axis5	ID	date_mathilde	period_corjune2017_mathilde	classification_horti	genetic_group	ploidy_exp	ploidy_obs	DPQ	QCCR	DQCinf0965	missingness	ID_2ndfile	ID2	row_flower	position_flower	plot_flower	row_TN	position_TN	plot_TN	TN2014	TN2015	TN2016	row_flower	position_flower	plot_flower	row_TN	position_TN	plot_TN	mean_petals	Name2	Axis1_pruned	Axis2_pruned	Axis3_pruned	Axis4_pruned	Axis5_pruned
hovyn_de_tronchere_D3	hovyn_de_tronchere	1899	RF	3	3	NA	NA	NA	NA	NA	NA	RF17	RF	3	3	-0.918458816	1.505426091	5.009699355	19.4076434	1.155560376	7.44495993	0.62962963	2.233487979	3.350231969	12	1.5	3	0	-194.5153023	-115.1143831	92.66111825	177.904015	39.17425129	hovyn_de_tronchere_D3	-54.24718358	-36.2512273	28.2798237	45.24543551	9.425197591	hovyn_de_tronchere_D3	1899	[1890-1899]	T	9	2	3	NA	NA	NA	0.096	hovyn_de_tronchere	hovyn_de_tronchere_D3	2	4	1	2	4	1	2	0	1	2	4	1	2	4	1	96.5	hovyn_de_tronchere_D3	-17.5164401512	-17.2542689395	15.7781729512	-10.7449533981	-6.2326401086
hume_s_blush_tea_scented_china_C7	hume_s_blush_tea_scented_china	1809	RF	3	3	RF3	RF	3	RF4	RF	3	RF7	RF	3	3	-0.750346605	1.117733907	7.900791763	17.21129987	2.44010401	85.00138866	0.497777778	21.062291	9.77892082	12	0.464285714	4	1	-244.4056917	-86.30331373	49.21404611	76.82778709	49.67779946	hume_s_blush_tea_scented_china_C7	-68.78789059	-27.5806067	16.78411758	16.46473898	12.35685796	hume_s_blush_tea_scented_china_C7	1809	[1800-1809]	T	9	2	2	0.985	95.988	0	0.055	hume_s_blush_tea_scented_china	hume_s_blush_tea_scented_china_C7	1	30	1	1	30	1	0	0	0	1	30	1	1	30	1	39.4	hume_s_blush_tea_scented_china_C7	-21.9527328752	-13.5407109213	9.2424034591	-0.7384080399	-6.6988790764
hybride_de_rosa_wichurana_H12	hybride_de_rosa_wichurana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-146.3629762	157.7971304	-145.1525705	-14.35047727	62.49987946	hybride_de_rosa_wichurana_H12	-46.20321611	46.95763226	-39.99454126	0.713260211	17.88808709	hybride_de_rosa_wichurana_H12	NA	unknown	NA	11	NA	2	0.967	96.291	0	0.066	hybride_de_rosa_wichurana_H12	hybride_de_rosa_wichurana_H12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hybride_de_rosa_wichurana_H12	-19.6322440935	15.8327519085	-17.7397504477	-3.0637161145	-6.3636876723
imperatrice_josephine_E9	imperatrice_josephine	1815	NR	1	1	NR88	NR	1	NR118	NR	1	NR112	NR	1	1	0	0	9.319637319	29	1.104515409	12.30921876	0	13.06670914	0	30	0	8	0	155.8534354	19.58178278	11.90590703	12.49233483	18.3858585	imperatrice_josephine_E9	44.10877502	6.477683486	2.843366616	5.224497768	4.786166812	imperatrice_josephine_E9	1815	uncertain	Hgal	2	4	4	0.976	96.65	0	0.044	imperatrice_josephine	imperatrice_josephine_E9	9	67	3	9	67	3	3	0	1	9	67	3	9	67	3	47.33333333	imperatrice_josephine_E9	15.9373170072	4.0729291395	1.3281427631	-1.7946584033	-2.6753360677
indigo_D3	indigo	1830	R	2	2.33	RF49	RF	3	R85	R	2	R105	R	2	3	-0.83571857	1.306470814	6.757090177	6.606036128	0.197228196	18.37735143	0.193989071	14.76417725	5.79353791	13	0.392405063	5	0	147.2169453	60.88683468	60.759448	7.046806254	9.912991317	indigo_D3	42.8988123	16.15798891	15.60932812	3.317991829	2.888659975	indigo_D3	1830	imprecise	P	2	4	2	0.979	96.972	0	0.034	indigo	indigo_D3	5	36	10	5	36	10	0	0	0	5	36	10	5	36	10	81.8	indigo_D3	14.2451432602	7.4838437935	5.1302778177	-1.7712017396	-0.7047310603
jacques_cartier_blanc_G1	jacques_cartier_blanc	1868	R	2	1.66	R51	R	2	R65	R	2	NR220	NR	1	2	-0.026400958	0.02675255	8.973932801	10.85619231	2.996450546	29.34972081	0.027777778	20.75444543	0.943383883	18	0.045454545	4	0	24.48217792	76.92810952	25.72266486	2.53135576	-44.88642207	jacques_cartier_blanc_G1	5.968294329	17.3696513	8.227339735	-2.277833062	-11.15934449	jacques_cartier_blanc_G1	1868	unknown	P	5	4	3	0.986	92.203	0	0.105	jacques_cartier_blanc	jacques_cartier_blanc_G1	3	1	7	3	1	7	3	1	1	3	1	7	3	1	7	164	jacques_cartier_blanc_G1	1.5941987004	7.1969543561	3.1216149069	0.5649961928	5.0861275049
janet_s_pride_D2	janet_s_pride	1894	NR	1	1	NR182	NR	1	NR257	NR	1	NR261	NR	1	1	0	0	8.0806213	29	1.293881793	3.305956597	0	5.416539058	0	30	0	6	0	119.6509158	94.01847498	61.15376425	23.41182465	21.66487968	janet_s_pride_D2	34.76742085	24.89978018	16.85342238	7.484496663	5.553124784	janet_s_pride_D2	1894	[1890-1899]	Heg	3	4	2	0.971	96.802	0	0.051	janet_s_pride	janet_s_pride_D2	4	19	10	4	19	10	4	0	0	4	19	10	4	19	10	16	janet_s_pride_D2	10.7821745455	12.0040080343	6.7211743516	-2.617561572	-3.0005939095
jean_bach_sisley_D4	jean_bach_sisley	1898	RF	3	2.66	RF23	RF	3	RF46	RF	3	R66	R	2	5	-1.273808601	2.574440287	4.634434955	16.42023091	0.123595439	15.73747075	0.228571429	5.634403109	1.748607861	15	0.310344828	2	0	-215.6964794	-77.12346978	43.21106084	120.471071	46.55077236	jean_bach_sisley_D4	-63.8060016	-26.49080921	16.58209223	33.14079354	12.86912706	jean_bach_sisley_D4	1898	[1890-1899]	Ch	9	2	2	0.985	96.871	0	0.051	jean_bach_sisley	jean_bach_sisley_D4	4	4	6	4	4	6	2	0	0	4	4	6	4	4	6	31	jean_bach_sisley_D4	-21.0576258487	-13.760059529	9.8527165613	-8.2979624885	-7.1501018381
jeanne_d_arc_G2	jeanne_d_arc	1818	RF	3	3	RF24	RF	3	RF47	RF	3	RF62	RF	3	3	-0.714679164	1.04353094	8.702052807	15.86403728	0.666334142	23.71423817	0.59693608	91.81108724	104.2121109	11	1.13507109	6	0	-162.9380905	144.3832897	-149.5258647	-13.07501072	71.69168684	jeanne_d_arc_G2	-51.15832089	43.0493738	-40.82509717	0.685254166	20.54004449	jeanne_d_arc_G2	1818	uncertain	A	10	2	2	0.965	97.187	0	0.061	jeanne_d_arc	jeanne_d_arc_G2	5	19	6	5	19	6	3	0	0	5	19	6	5	19	6	14	jeanne_d_arc_G2	-20.8668108061	13.8685165254	-18.1298458965	-1.74205066	-7.0797864433
jenny_duval_G8	jenny_duval	1842	NR	1	1	NR76	NR	1	NR98	NR	1	NR92	NR	1	1	0	0	9.629034001	29	1.067120182	27.26987909	0	31.54415481	0	30	0	6	0	148.060744	76.93918669	72.49646034	8.893243978	33.74701538	jenny_duval_G8	43.57838819	20.36648236	18.71729165	3.944320719	9.733926478	jenny_duval_G8	1842	1840-1849	Hgal	2	4	2	0.972	97.817	0	0.037	jenny_duval	jenny_duval_G8	8	31	3	8	31	3	2	0	0	8	31	3	8	31	3	50	jenny_duval_G8	14.4412181484	9.8821408864	6.1508375511	-1.2170125437	-3.9232229132
jersey_beauty_F1	jersey_beauty	1899	NA	NA	1.5	NA	NA	NA	NR251	NR	1	R100	R	2	3	-0.355798197	0.427319482	6.093523666	5.612349147	0.309399464	12.40752246	0.041284404	16.9193488	0.890492042	11	0.052631579	5	0	-136.9171887	49.77471905	-48.93504916	120.2522664	47.56483611	jersey_beauty_F1	-43.40770067	12.09151699	-10.23174294	37.87400778	13.27200819	jersey_beauty_F1	1899	[1890-1899]	Hwich	9	2	2	0.981	96.638	0	0.065	jersey_beauty	jersey_beauty_F1	4	30	10	4	30	10	0	1	0	4	30	10	4	30	10	5	jersey_beauty_F1	-18.6981330382	0.2246487788	-1.6657219421	-14.7152036687	-6.9497251877
julie_de_mersan_C7	julie_de_mersan	1854	NR	1	1	NR54	NR	1	NR72	NR	1	NR69	NR	1	2	-0.007472021	0.007500006	8.901720722	3.780504542	0.682125754	7.967807455	0.00617284	12.32288234	0.148468462	13	0.012048193	7	0	90.41111067	10.35509557	69.64603422	-42.82850393	4.004817706	julie_de_mersan_C7	27.548564	3.662096392	17.2612651	-11.14636015	2.171826615	julie_de_mersan_C7	1854	[1850-1859]	M	2	4	4	0.984	95.679	0	0.044	julie_de_mersan	julie_de_mersan_C7	6	16	3	6	16	3	4	1	0	6	16	3	6	16	3	64.6	julie_de_mersan_C7	9.176282728	4.0345894801	5.219744165	4.0348146048	-0.5895858383
la_belle_distinguee_E1	la_belle_distinguee	1811	NR	1	1	NR175	NR	1	NR250	NR	1	NR257	NR	1	3	-0.244221055	0.276626504	7.036828897	4.900970391	0.552057009	18.91460137	0	45.95716397	0	30	0	6	0	156.5435163	3.533562297	2.101387199	10.68951143	15.03123261	la_belle_distinguee_E1	42.84298834	2.242355018	0.506974503	4.173288751	3.638415721	la_belle_distinguee_E1	1811	imprecise	Heg	2	4	4	0.978	96.045	0	0.068	la_belle_distinguee	la_belle_distinguee_E1	4	33	10	4	33	10	1	0	0	4	33	10	4	33	10	48.6	la_belle_distinguee_E1	15.0844776532	1.6864442796	-0.0180029584	-1.5172292277	-1.2376607112
la_biche_E6	la_biche	1832	RF	3	3	NA	NA	NA	RF3	RF	3	RF4	RF	3	4	-1.178654996	2.25	5.53183173	19.5102638	0.281143522	5.181547868	0.857142857	2.590773934	7.772321802	13	3	5	0	-208.5753525	-85.62655094	40.38642174	38.12791829	36.36777707	la_biche_E6	-53.65075024	-25.53031297	12.58705094	9.677878956	9.462358079	la_biche_E6	1832	[1830-1839]	N	9	2	3	0.99	89.686	0	0.115	la_biche	la_biche_E6	1	16	1	1	16	1	5	1	0	1	16	1	1	16	1	44.75	la_biche_E6	-17.4010069735	-12.0990670179	6.8013869674	0.0108989485	-4.3236085098
la_caille_A2	la_caille	1857	NR	1	1	NR115	NR	1	NR159	NR	1	NR152	NR	1	1	0	0	8.174104395	29	1.317064111	13.0486356	0.003012048	15.84758764	0.118265579	13	0.007462687	6	0	32.17870208	-22.04994224	37.20400994	-63.38421049	-3.351252651	la_caille_A2	10.11023983	-4.907568239	8.767683109	-18.52228027	0.78241917	la_caille_A2	1857	[1850-1859]	M	4	4	4	0.989	92.973	0	0.067	la_caille	la_caille_A2	3	15	6	3	15	6	1	0	0	3	15	6	3	15	6	68.4	la_caille_A2	4.4545338623	0.2153347027	2.6246766168	6.8239467005	-1.2517727492
la_favorite_A10	la_favorite	1899	RF	3	3	RF43	RF	3	R78	R	2	RF92	RF	3	2	-0.479013223	0.614480484	5.324583495	14.87734502	1.261552313	22.15828582	0.415841584	7.886847495	2.065602915	11	0.261904762	3	1	-111.7238318	-113.5927654	75.56269903	54.13208208	20.47993894	la_favorite_A10	-28.75837012	-31.40214335	21.38574048	13.5173354	6.397295528	la_favorite_lyon_A10	1899	[1890-1899]	HT	8	3	3	0.991	91.806	0	0.114	la_favorite	la_favorite_A10	3	24	10	3	24	10	2	5	3	3	24	10	3	24	10	79.2	la_favorite_A10	-8.9881303798	-12.360069359	9.3173320072	-3.0280492063	-1.8613025915
la_france_D7	la_france	1867	NA	NA	1.66	NR203	NR	1	NR279	NR	1	RF109	RF	3	2	-0.405465108	0.5	14.01166355	5.467542535	0.085191866	2.695929495	0.666666667	2.695929495	2.695929495	19	1	14	0	-94.34562136	-99.14902461	55.17482259	-7.192509026	5.034087507	la_france_D7	-25.75726557	-28.43160207	15.58740066	-3.128721108	4.230235984	la_france_D7	1867	[1860-1869]	HT	8	3	3	0.994	91.434	0	0.112	la_france	la_france_D7	Row_Neighbor	NA	NA	Row_Neighbor	NA	NA	4	4	3	Row_Neighbor	NA	NA	Row_Neighbor	NA	NA	77	la_france_D7	-6.6136733442	-9.7462313292	6.3390494674	3.5652398999	-2.3447298714
lamotte_sanguin_D12	lamotte_sanguin	1869	R	2	2	R56	R	2	R75	R	2	R90	R	2	2	-0.391019884	0.478487911	6.676830407	5.849908779	0.979703208	8.88339534	0.245283019	9.54964999	2.220848835	11	0.23255814	5	0	-33.12660536	-49.99774462	65.62698067	-84.96741865	-8.761960917	lamotte_sanguin_D12	-6.147858946	-11.35920756	15.789405	-24.89126793	-1.125757237	lamotte_sanguin_D12	1869	[1860-1869]	HP	5	4	4	0.987	93.339	0	0.082	lamotte_sanguin	lamotte_sanguin_D12	3	7	10	3	7	10	4	4	4	3	7	10	3	7	10	114	lamotte_sanguin_D12	-0.4719519497	-0.8696550372	3.9537292788	9.0372398091	1.2934354162
la_noblesse_B2	la_noblesse	1857	NR	1	1	NR179	NR	1	NR255	NR	1	NR259	NR	1	1	0	0	7.152381817	29	1.089902377	6.275761724	0.006535948	6.564777066	0.123863718	11	0.018867925	5	0	-8.878431065	-42.42177288	46.87313853	-68.98850865	7.901940723	la_noblesse_B2	-0.270639704	-9.874965675	10.940699	-19.85822696	3.335694055	la_noblesse_B2	1857	[1850-1859]	C	5	4	4	0.991	92.008	0	0.077	la_noblesse	la_noblesse_B2	4	23	10	4	23	10	5	4	4	4	23	10	4	23	10	71.6	la_noblesse_B2	0.6909496149	-2.0196416636	2.6791372252	7.442615158	-0.4802874535
la_reine_D8	la_reine	1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.16978945	-24.74616432	53.65289481	-91.6015736	6.262725568	la_reine_D8	-2.001388939	-5.07556241	12.91313315	-25.69099034	3.278987833	la_reine_D8	1842	[1840-1849]	NA	9	NA	4	0.994	92.197	0	0.066	la_reine	la_reine_D8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	la_reine_D8	-0.3616880115	0.3738394509	3.0793309101	9.723777007	-0.143635865
la_sirene_A9	la_sirene	1875	NR	1	1	NR29	NR	1	NR44	NR	1	NR45	NR	1	1	0	0	8.959906184	29	0.971793337	17.16049228	0	37.85402708	0	30	0	5	0	-100.3221991	78.91633458	-51.20541577	-61.29790818	-24.42730283	la_sirene_A9	-27.47361179	21.04924894	-11.40751297	-15.86088309	-6.673088542	la_sirene_A9	1875	[1870-1879]	HP	6	4	4	0.989	91.793	0	0.086	la_sirene	la_sirene_A9	4	17	1	4	17	1	0	0	0	4	17	1	4	17	1	62.8	la_sirene_A9	-10.1724245776	7.6977889523	-5.487304253	4.7006750338	2.0314907569
lea_F1	lea	1825	NR	1	1	NR146	NR	1	NR213	NR	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.3220054	14.93564279	14.90443907	13.39650284	-55.08801693	lea_F1	35.67393434	4.182002846	3.985838958	4.199771717	-15.82924257	lea_F1	1825	uncertain	Hgal	2	4	4	0.984	96.234	0	0.042	lea	lea_F1	1	7	7	1	7	7	4	0	3	1	7	7	1	7	7	115.6	lea_F1	11.698178957	1.6738070402	1.5192398647	-2.2453689526	7.1809578087
leda_E6	leda	1827	NR	1	1.33	NR48	NR	1	NR65	NR	1	R26	R	2	2	-0.260116726	0.297081481	6.715208076	3.65340507	0.314244008	1.748926693	0.230769231	2.098712032	1.049356016	10	0.5	5	0	136.8273362	28.13269842	34.47347126	5.049887776	-45.07361476	leda_E6	39.2563378	7.417331832	8.432338154	2.256649154	-13.05934835	leda_E6	1827	imprecise	D	2	4	4	0.981	96.486	0	0.036	leda	leda_E6	6	35	3	6	35	3	1	0	0	6	35	3	6	35	3	117	leda_E6	13.0378618547	3.5784546775	2.9788461731	-1.5047018713	6.2683171241
leuchtstern_G2	leuchtstern	1889	NR	1	1	NR187	NR	1	NR262	NR	1	NR267	NR	1	1	0	0	7.84588994	29	0.909058541	25.2825396	0	84.97968294	0	30	0	6	0	-117.0689884	113.0128176	-103.978127	19.59771956	-108.09685	leuchtstern_G2	-35.38879202	29.44326232	-25.55558938	5.833046822	-29.66741528	leuchtstern_G2	1889	[1880-1889]	Hmult	10	2	2	0.969	95.837	0	0.094	leuchtstern	leuchtstern_G2	4	5	10	4	5	10	1	2	3	4	5	10	4	5	10	5	leuchtstern_G2	-15.4775189334	7.6176326142	-10.1245054729	-5.7736633188	13.7374716227
louis_lille_D9	louis_lille	1887	NR	1	1	NA	NA	NA	NR27	NR	1	NR25	NR	1	2	-0.093576158	0.098094228	7.023553036	2.378905212	0.123782905	14.72598523	0	20.08088895	0	30	0	7	0	149.0836631	76.67009345	71.98944202	9.584793699	33.9454973	louis_lille_D9	43.98161096	20.40810187	18.76322511	4.114500645	9.712267693	louis_lille_D9	1887	[1880-1889]	HP	2	4	2	0.975	97.849	0	0.031	louis_lille	louis_lille_D9	3	33	1	3	33	1	0	0	1	3	33	1	3	33	1	88	louis_lille_D9	14.6540080401	9.7737232464	6.1079770494	-1.3162347213	-3.9590855629
marguerite_de_roman_E12	marguerite_de_roman	1882	RF	3	2.66	R2	R	2	RF5	RF	3	RF8	RF	3	5	-1.066500881	1.905196068	5.999223156	20.26047533	0.075726266	3.785712048	0.909090909	3.785712048	11.35713614	8	3	6	0	-28.44259471	-1.565777841	45.66479506	-77.12638577	-44.79501917	marguerite_de_roman_E12	-6.924095607	-0.159068072	11.41440878	-22.90549015	-9.959548716	marguerite_de_roman_E12	1882	[1880-1889]	HP	5	4	4	0.987	93.187	0	0.068	marguerite_de_roman	marguerite_de_roman_E12	1	32	1	1	32	1	NA	4	0	1	32	1	1	32	1	61	marguerite_de_roman_E12	-2.3943613808	1.3197083037	2.8728024658	8.0546327485	4.1427713595
marie_dermar_G5	marie_dermar	1889	NR	1	1	NR13	NR	1	NR18	NR	1	NR13	NR	1	5	-0.956733593	1.603179529	5.752274661	15.10768037	0.634044752	4.913418046	0.370709382	4.6632804	2.572844359	15	0.551724138	4	0	-43.28708186	-75.63204311	22.62356339	-27.81279963	-45.60664985	marie_dermar_G5	-11.25919482	-20.4382231	4.98138125	-12.30005591	-12.0623192	marie_dermar_G5	1889	[1880-1889]	N	6	4	4	0.988	93.011	0	0.067	marie_dermar	marie_dermar_G5	NA	NA	NA	17	2	6	4	4	2	NA	NA	NA	17	2	6	NA	marie_dermar_G5	-2.2690886792	-7.8570558318	1.4659224	4.8556073513	4.8340744395
maupertuis_H8	maupertuis	1868	R	2	2	R8	R	2	R10	R	2	R11	R	2	2	-0.296512524	0.345159407	8.636668069	2.44261867	1.641173126	22.30228213	0.091954023	18.63228634	2.540766319	14	0.136363636	2	0	149.7510299	75.53968062	76.19837258	-0.340348671	19.29428871	maupertuis_H8	44.27786381	20.36447961	19.81896129	1.287424034	5.752501598	maupertuis_H8	1868	[1860-1869]	M	2	4	2	0.973	97.502	0	0.035	maupertuis	maupertuis_H8	3	16	1	3	16	1	0	0	0	3	16	1	3	16	1	75.4	maupertuis_H8	14.5613696587	10.0325342558	6.5385228397	-0.3951446882	-2.0228500472
may_queen_D11	may_queen	1898	NA	NA	1.5	NA	NA	NA	NR47	NR	1	R18	R	2	2	-0.188809909	0.207811336	6.645616334	3.18835575	1.088322569	12.58091502	0.138875062	13.35176878	4.86510529	10	0.364379085	2	0	-94.15671289	17.35587869	-44.44924158	-6.833426969	7.949321975	may_queen_D11	-26.31564226	5.371568093	-11.56315263	-1.671425636	1.219620719	may_queen_D11	1898	[1890-1899]	Hwich	7	2	3	0.988	90.885	0	0.099	may_queen	may_queen_D11	5	3	1	5	3	1	3	3	3	5	3	1	5	3	1	94.8	may_queen_D11	-10.7308533911	1.2564113282	-5.1563998414	0.3533771404	0.1340435654
mercedes_B1	mercedes	1847	NR	1	1	NR170	NR	1	NR242	NR	1	NR252	NR	1	2	-0.500750523	0.649959138	8.009334092	1.684553111	0.339084094	13.95293319	0	17.19200696	0	30	0	7	0	151.2319846	71.05606992	64.76838422	12.43803334	33.43240379	mercedes_B1	44.53115957	19.27726464	16.95768687	4.979639839	9.425894284	mercedes_B1	1847	[1840-1849]	Hgal	2	4	2	0.974	97.666	0	0.026	mercedes	mercedes_B1	3	50	10	3	50	10	1	3	0	3	50	10	3	50	10	105.4	mercedes_B1	14.9604673231	9.3884330338	5.9334551945	-1.8810840998	-3.8283419477
minette_D8	minette	1819	NR	1	1	NR21	NR	1	NR30	NR	1	NR28	NR	1	2	-0.134897978	0.144420023	6.91863621	2.793612704	0.536131171	10.45542792	0	11.08909022	0	30	0	6	0	156.7693284	-96.34996829	-83.94353609	22.09986752	-69.45953072	minette_D8	41.89455175	-24.73642016	-22.83644095	6.219694913	-20.8847707	minette_D8	1819	[1810-1819]	C	3	4	4	0.976	95.654	0	0.073	minette	minette_D8	3	53	1	3	53	1	0	0	0	3	53	1	3	53	1	55.6	minette_D8	15.725394225	-10.6091527445	-6.9981258523	-3.5571452487	8.4673298881
miranda_F10	miranda	1869	R	2	1.66	R26	R	2	NR110	NR	1	R46	R	2	3	-0.950281502	1.586437643	6.715954629	4.728803068	0.463411313	26.80185575	0.129032258	23.82387178	7.44495993	12	0.3125	5	0	52.91025965	13.15035142	20.15879522	-2.531990949	-30.48056713	miranda_F10	14.94058855	3.368326154	5.465120788	-2.138732562	-8.774953785	miranda_F10	1869	[1860-1869]	P	3	4	4	0.988	93.755	0	0.061	miranda	miranda_F10	9	3	3	9	3	3	3	4	4	9	3	3	9	3	3	58.75	miranda_F10	5.069658075	1.6824170391	2.4813679244	0.9088877239	3.0623007399
mle_cecile_brunner_D12	mle_cecile_brunner	1880	RF	3	2.66	RF12	RF	3	R19	R	2	RF30	RF	3	4	-1.046974188	1.849017471	8.736627127	16.02643447	2.034461235	26.33138707	0.46835443	20.68894699	12.53875575	18	0.606060606	6	0	-164.4839804	-36.79953984	23.00851818	152.833815	-101.6292943	mle_cecile_brunner_D12	-46.6535738	-13.86760263	11.28817582	36.98094147	-29.27248561	mle_cecile_brunner_D12	1880	[1880-1889]	Pol	9	2	2	0.989	95.894	0	0.081	mle_cecile_brunner	mle_cecile_brunner_D12	NA	NA	NA	6	30	3	0	0	0	NA	NA	NA	6	30	3	NA	mle_cecile_brunner_D12	-16.8459137619	-9.8495177118	8.619436202	-12.1082960466	11.2604212288
mme_a_meilland_climbing_E1	mme_a_meilland_climbing	1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-130.5839899	-107.6541907	84.3612405	29.12021003	7.494717925	mme_a_meilland_climbing_E1	-33.8655242	-30.67813439	23.25622573	6.300063232	4.297613699	mme_a_meilland_climbing_chene_E1	1935	>1910	HT	NA	NA	4	0.994	90.582	0	0.111	mme_a_meilland_climbing	mme_a_meilland_climbing_E1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mme_a_meilland_climbing_E1	-9.5718730704	-10.5397371905	10.1402787079	0.0832667056	-1.869903921
mme_antoine_mary_E3	mme_antoine_mari	1890	RF	3	3	NA	NA	NA	RF7	RF	3	RF12	RF	3	3	-0.918146263	1.504643134	6.448481851	15.9407207	1.852766557	10.08206204	0.635416667	7.201472887	7.201472887	13	1	2	1	-222.1024838	-113.2859429	77.18669538	121.164302	15.31221179	mme_antoine_mary_E3	-63.47586115	-35.30692219	24.28947994	30.24304432	3.55643354	mme_antoine_mary_E3	1890	[1890-1899]	T	9	2	2	0.985	95.818	0	0.056	mme_antoine_mary	mme_antoine_mary_E3	NA	NA	NA	1	49	1	1	0	1	NA	NA	NA	1	49	1	NA	mme_antoine_mary_E3	-20.3390330301	-16.1133384518	13.0242840503	-5.8871983025	-3.7485812706
mme_de_la_roche_lambert_B7	mme_de_la_roche_lambert	1851	RF	3	2.66	R17	R	2	RF28	RF	3	RF33	RF	3	4	-0.929628537	1.533567877	7.253734046	14.30896384	0.621967024	1.644519406	0.692307692	2.055649257	4.111298514	10	2	6	0	88.64582917	62.12020295	73.49665823	-10.11007465	0.74373154	mme_de_la_roche_lambert_B7	25.82646957	16.8364916	19.55996868	-3.216820232	0.807206015	mme_de_la_roche_lambert_B7	1851	[1850-1859]	M	4	4	4	0.983	95.25	0	0.05	mme_de_la_roche_lambert	mme_de_la_roche_lambert_B7	6	17	3	6	17	3	5	3	3	6	17	3	6	17	3	69.4	mme_de_la_roche_lambert_B7	8.5047605035	8.6517142889	6.5622071728	1.6446833956	0.2501934183
mme_d_herbray_E4	mme_d_hebray	1857	NR	1	1	NR163	NR	1	NR234	NR	1	NR244	NR	1	2	-0.480359919	0.616656163	6.06846197	2.482509716	0.663849983	23.14668522	0	21.5503621	0	30	0	4	0	139.8460429	89.73089155	74.80107126	11.8280336	29.56048273	mme_d_herbray_E4	40.78627862	23.82731635	19.56138455	4.531133063	8.28212922	mme_d_herbray_E4	1857	[1850-1859]	C	2	4	2	0.97	97.042	0	0.043	mme_d_herbray	mme_d_herbray_E4	3	31	10	3	31	10	1	0	0	3	31	10	3	31	10	68	mme_d_herbray_E4	13.2495647948	11.2938864047	6.5678532833	-1.2446651072	-3.470735244
mme_edouard_ory_D9	mme_edouard_ory	1854	NR	1	1	NR70	NR	1	NR92	NR	1	NR86	NR	1	3	-0.413168324	0.511599443	5.894080026	23.51456738	0.235791999	7.127013182	0.025641026	5.851652929	0.337595361	13	0.057692308	1	0	22.53314172	35.26647454	55.22004546	-50.48515203	-15.7629949	mme_edouard_ory_D9	8.053160006	9.131223516	14.25790242	-14.9501211	-2.787958368	mme_edouard_ory_D9	1854	[1850-1859]	M	5	4	4	0.987	93.339	0	0.056	mme_edouard_ory	mme_edouard_ory_D9	7	57	3	7	57	3	4	4	3	7	57	3	7	57	3	79.8	mme_edouard_ory_D9	3.5092357988	6.0471406481	3.802708018	5.2740304843	1.4793398702
mme_emilie_charon_E5	mme_emilie_charrin	1895	RF	3	3	RF51	RF	3	RF74	RF	3	RF102	RF	3	3	-0.647011834	0.909825419	4.835104581	14.14625134	0.368126096	7.638457128	0.482993197	4.824288712	2.412144356	11	0.5	1	1	-239.1279353	-138.2075818	103.5478691	137.8086752	67.97833959	mme_emilie_charon_E5	-67.83103918	-42.68460061	31.6860852	34.52391192	17.61823278	mme_emilie_charon_E5	1895	[1890-1899]	T	9	2	2	0.977	95.805	0	0.063	mme_emilie_charon	mme_emilie_charon_E5	6	37	10	6	37	10	2	1	2	6	37	10	6	37	10	33	mme_emilie_charon_E5	-21.0662222195	-18.3900627371	15.5917879433	-7.8750534764	-8.960894545
