chr	startwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr04	22100001	22200000	8	0.4166666667	0.4921875	0.875	0.8392857143
Chr04	22200001	22300000	7	0.75	0.5833333333	1	0.9166666667
Chr04	22300001	22400000	20	0.25	0.1949404762	0.75	0.7145833333
Chr04	22400001	22500000	56	0.3229166667	0.297275641	0.9166666667	0.8287760417
Chr04	22500001	22600000	7	0.625	0.625	0.6875	0.6708333333
Chr04	22600001	22700000	7	0.75	0.6111111111	0.8333333333	0.6666666667
Chr04	22700001	22800000	23	0.3229166667	0.3958333333	0.84375	0.7946428571
Chr04	22800001	22900000	23	0.28125	0.3298611111	0.75	0.6954365079
Chr04	22900001	23000000	60	1	0.865327381	1	0.9424019608
Chr04	23000001	23100000	42	0.4166666667	0.4492753623	1	0.9185606061
Chr04	23100001	23200000	151	0.1875	0.2287698413	0.3333333333	0.5188492063
Chr04	23200001	23300000	50	0.25	0.3643292683	0.875	0.7863095238
Chr04	23300001	23400000	35	0.3125	0.3346354167	0.8125	0.8150252525
Chr04	23400001	23500000	17	0.25	0.3375	0.8125	0.7328431373
Chr04	23500001	23600000	122	0.3125	0.3038522013	0.8125	0.825
Chr04	23600001	23700000	21	0.40625	0.421875	0.8333333333	0.8159722222
Chr04	23700001	23800000	60	0.25	0.2810457516	0.75	0.7514880952
Chr04	23800001	23900000	14	0.4375	0.3854166667	0.8541666667	0.8586309524
Chr04	23900001	24000000	21	0.28125	0.3791666667	0.8125	0.7916666667
Chr04	24000001	24100000	37	0.1875	0.1846264368	0.6770833333	0.6145833333
Chr04	24100001	24200000	48	0.25	0.2534722222	0.75	0.7297297297
Chr04	24200001	24300000	16	0.1875	0.2586805556	0.8125	0.8222222222
Chr04	24300001	24400000	20	0.3333333333	0.3346354167	0.8333333333	0.8179824561
Chr04	24400001	24500000	7	0.25	0.25	0.875	0.8125
Chr04	24500001	24600000	21	0.2916666667	0.3258928571	0.6875	0.6893939394
Chr04	24600001	24700000	124	0.125	0.1962809917	0.75	0.7300067204
Chr04	24700001	24800000	47	0.375	0.481199187	0.75	0.8162393162
Chr04	24800001	24900000	19	0.375	0.3425925926	0.75	0.83984375
Chr04	24900001	25000000	13	0.3125	0.3916666667	0.75	0.7204861111
Chr04	25000001	25100000	91	0.3125	0.3361318408	0.75	0.7374465812
Chr04	25100001	25200000	57	0.1666666667	0.2077020202	0.75	0.7817982456
Chr04	25200001	25300000	49	0.1875	0.2527777778	0.5416666667	0.53125
Chr04	25300001	25400000	21	0.46875	0.4768518519	0.9375	0.860745614
Chr04	25400001	25500000	19	0.4375	0.4560185185	0.875	0.7720588235
Chr04	25500001	25600000	19	0.3229166667	0.2847222222	0.71875	0.6770833333
Chr04	25600001	25700000	14	0.25	0.2199074074	0.78125	0.7589285714
Chr04	25700001	25800000	2	NA	NA	NA	NA
Chr04	25800001	25900000	11	1	0.81875	0.9375	0.8375
Chr04	25900001	26000000	56	0.3333333333	0.3087121212	0.78125	0.8446557971
Chr04	26000001	26100000	44	0.25	0.2241666667	0.71875	0.7408088235
Chr04	26100001	26200000	5	0.1458333333	0.1510416667	0.625	0.6208333333
Chr04	26200001	26300000	38	0.25	0.2336309524	0.875	0.8319444444
Chr04	26300001	26400000	59	0.4166666667	0.4544753086	1	0.8999255952
Chr04	26400001	26500000	59	0.46875	0.458912037	0.9375	0.8510638298
Chr04	26500001	26600000	23	0.3125	0.2831439394	0.8333333333	0.818452381
Chr04	26600001	26700000	29	0.1666666667	0.1973684211	0.6666666667	0.7422839506
Chr04	26700001	26800000	40	0.25	0.2482142857	0.75	0.7824074074
Chr04	26800001	26900000	32	0.21875	0.2307692308	0.75	0.6961206897
Chr04	26900001	27000000	52	0.4270833333	0.4266304348	0.875	0.845996732
Chr04	27000001	27100000	16	0.3333333333	0.4182692308	0.75	0.7682291667
Chr04	27100001	27200000	6	0.25	0.2833333333	0.5625	0.6708333333
Chr04	27200001	27300000	6	0.375	0.3611111111	0.6458333333	0.6875
Chr04	27300001	27400000	4	NA	NA	NA	NA
Chr04	27400001	27500000	34	0.4166666667	0.3772321429	0.6666666667	0.587797619
Chr04	27500001	27600000	7	0.25	0.28125	0.3125	0.3958333333
Chr04	27600001	27700000	15	0.0833333333	0.1426282051	0.7083333333	0.7068452381
Chr04	27700001	27800000	36	0.25	0.2844551282	0.8333333333	0.8204022989
Chr04	27800001	27900000	5	0.25	0.25	0.6145833333	0.6145833333
Chr04	27900001	28000000	48	0.25	0.3092948718	0.75	0.7773148148
Chr04	28000001	28100000	39	0.25	0.4243421053	0.8333333333	0.8350694444
Chr04	28100001	28200000	17	0.40625	0.4236111111	0.625	0.65
Chr04	28200001	28300000	13	0.1666666667	0.2291666667	0.5	0.5798611111
Chr04	28300001	28400000	2	NA	NA	NA	NA
Chr04	28400001	28500000	45	0.3229166667	0.31640625	0.5625	0.5321969697
Chr04	28500001	28600000	27	0.25	0.2979166667	0.5416666667	0.4903846154
Chr04	28600001	28700000	23	0.25	0.2178030303	0.75	0.6469298246
Chr04	28700001	28800000	108	0.25	0.2141393443	0.75	0.7469059406
Chr04	28800001	28900000	21	0.25	0.3722222222	0.6666666667	0.6666666667
Chr04	28900001	29000000	18	0.1145833333	0.1909722222	0.8333333333	0.8014705882
Chr04	29000001	29100000	23	0.5	0.5297619048	0.75	0.7796052632
Chr04	29100001	29200000	44	0.4166666667	0.4741161616	0.8333333333	0.8327546296
Chr04	29200001	29300000	29	0.1666666667	0.2452651515	0.75	0.759672619
Chr04	29300001	29400000	37	0.4166666667	0.4087301587	0.6875	0.7267156863
Chr04	29400001	29500000	78	0.28125	0.2564102564	0.75	0.7716666667
Chr04	29500001	29600000	39	0.375	0.4094827586	0.75	0.7530637255
Chr04	29600001	29700000	42	0.3333333333	0.3648648649	0.75	0.7430555556
Chr04	29700001	29800000	63	0.1875	0.2046296296	0.625	0.6141975309
Chr04	29800001	29900000	37	0.28125	0.2996323529	0.5833333333	0.5916666667
Chr04	29900001	30000000	7	0.40625	0.4027777778	0.8125	0.7465277778
Chr04	30000001	30100000	35	0.25	0.302734375	0.75	0.7226190476
Chr04	30100001	30200000	8	0.375	0.3541666667	0.40625	0.453125
Chr04	30200001	30300000	21	0.125	0.1729166667	0.0625	0.2802083333
Chr04	30300001	30400000	23	0.375	0.453125	0.75	0.696557971
Chr04	30400001	30500000	38	0.1666666667	0.2015931373	0.53125	0.5165441176
Chr04	30500001	30600000	10	0.125	0.1388888889	0.5	0.5773809524
Chr04	30600001	30700000	1	NA	NA	NA	NA
Chr04	30700001	30800000	2	NA	NA	NA	NA
Chr04	30800001	30900000	8	0.5104166667	0.5208333333	0.9375	0.7589285714
Chr04	30900001	31000000	27	0.6666666667	0.5514705882	1	0.8981481481
Chr04	31000001	31100000	15	0.5	0.5333333333	0.84375	0.8298611111
Chr04	31100001	31200000	6	0.5	0.5	1	0.925
Chr04	31200001	31300000	11	0.8125	0.6614583333	0.8541666667	0.8083333333
Chr04	31300001	31400000	117	0.1666666667	0.2026289683	0.75	0.7418650794
Chr04	31400001	31500000	22	0.3333333333	0.475877193	0.875	0.8677083333
Chr04	31500001	31600000	20	0.3958333333	0.3776041667	0.6875	0.5845588235
Chr04	31600001	31700000	31	0.25	0.2481060606	0.75	0.7171474359
Chr04	31700001	31800000	15	0.25	0.2708333333	0.75	0.7902777778
Chr04	31800001	31900000	26	0.4270833333	0.4739583333	0.75	0.7170138889
Chr04	31900001	32000000	29	0.1666666667	0.2230392157	1	0.9375
Chr04	32000001	32100000	31	0.25	0.2322530864	0.5	0.5402777778
Chr04	32100001	32200000	33	0.53125	0.5533854167	0.75	0.7180989583
Chr04	32200001	32300000	47	0.4270833333	0.4319852941	0.75	0.7980769231
Chr04	32300001	32400000	16	0.3333333333	0.3663194444	0.75	0.8092948718
Chr04	32400001	32500000	64	0.3333333333	0.40625	0.75	0.8049568966
Chr04	32500001	32600000	47	0.3125	0.3392857143	0.8333333333	0.7851851852
Chr04	32600001	32700000	36	0.3333333333	0.3586956522	0.75	0.7395833333
Chr04	32700001	32800000	156	0.1875	0.2140151515	0.75	0.7850950783
Chr04	32800001	32900000	16	0.375	0.3882575758	0.8125	0.7694444444
Chr04	32900001	33000000	72	0.125	0.1939393939	0.625	0.6470959596
Chr04	33000001	33100000	17	0.25	0.2852564103	0.6666666667	0.6510416667
Chr04	33100001	33200000	67	0.1875	0.2097868217	0.75	0.7836538462
Chr04	33200001	33300000	30	0.4375	0.450617284	0.6875	0.6802884615
Chr04	33300001	33400000	17	0.65625	0.6315104167	0.9375	0.8713235294
Chr04	33400001	33500000	19	0.4166666667	0.4285714286	0.75	0.7447916667
Chr04	33500001	33600000	27	0.1770833333	0.3	0.6666666667	0.6429924242
Chr04	33600001	33700000	65	0.375	0.4093364198	0.75	0.7552083333
Chr04	33700001	33800000	45	0.25	0.3451576577	0.75	0.7989341085
Chr04	33800001	33900000	22	0.3541666667	0.3693181818	0.6875	0.7017045455
Chr04	33900001	34000000	3	NA	NA	NA	NA
Chr04	34000001	34100000	66	0.3125	0.4073275862	0.75	0.741025641
Chr04	34100001	34200000	1	NA	NA	NA	NA
Chr04	34200001	34300000	15	0.625	0.4652777778	0.78125	0.7931547619
Chr04	34300001	34400000	56	0.3125	0.3707386364	0.8125	0.8229166667
Chr04	34400001	34500000	39	0.4166666667	0.3863636364	0.875	0.8158783784
Chr04	34500001	34600000	66	0.125	0.2405660377	0.75	0.7909836066
Chr04	34600001	34700000	201	0.1875	0.1941964286	0.75	0.8148674242
Chr04	34700001	34800000	25	0.46875	0.4541666667	0.8333333333	0.836622807
Chr04	34800001	34900000	33	0.1770833333	0.2380952381	0.75	0.80859375
Chr04	34900001	35000000	31	0.125	0.2083333333	0.6666666667	0.6989942529
Chr04	35000001	35100000	7	0.6875	0.6631944444	0.9375	0.8958333333
Chr04	35100001	35200000	28	0.1875	0.3059210526	0.6666666667	0.7222222222
Chr04	35200001	35300000	9	0.78125	0.65625	0.90625	0.796875
Chr04	35300001	35400000	7	0	0.2976190476	0.75	0.7678571429
Chr04	35400001	35500000	3	NA	NA	NA	NA
Chr04	35500001	35600000	5	0.1979166667	0.2552083333	0.625	0.6291666667
Chr04	35600001	35700000	23	0.3125	0.2898550725	0.78125	0.7888257576
Chr04	35700001	35800000	5	0.5625	0.5625	0.8125	0.75
Chr04	35800001	35900000	10	0.4583333333	0.39375	0.75	0.7375
Chr04	35900001	36000000	21	0.6666666667	0.6121031746	0.875	0.8472222222
Chr04	36000001	36100000	16	0.28125	0.3541666667	0.84375	0.7955729167
Chr04	36100001	36200000	30	0.5	0.4777777778	0.875	0.875
Chr04	36200001	36300000	38	0.625	0.6283333333	1	0.9217171717
Chr04	36300001	36400000	15	0.375	0.4047619048	1	0.8527777778
Chr04	36400001	36500000	38	0.1666666667	0.2219827586	0.6666666667	0.6773809524
Chr04	36500001	36600000	26	0.375	0.4392361111	0.875	0.8266666667
Chr04	36600001	36700000	23	0.4166666667	0.3837719298	0.8229166667	0.7869318182
Chr04	36700001	36800000	27	0.4375	0.45	0.8333333333	0.7966666667
Chr04	36800001	36900000	96	0.5	0.5333333333	0.8333333333	0.8151785714
Chr04	36900001	37000000	24	0.3125	0.4692028986	0.75	0.7881944444
Chr04	37000001	37100000	124	0.25	0.2524875622	0.75	0.7417035398
Chr04	37100001	37200000	11	0.3125	0.3828125	0.75	0.8295454545
Chr04	37200001	37300000	4	NA	NA	NA	NA
Chr04	37300001	37400000	23	1	0.7169117647	0.8125	0.8323863636
Chr04	37400001	37500000	14	0.7083333333	0.6875	1	0.9270833333
Chr04	37500001	37600000	31	0.75	0.765224359	0.9375	0.9166666667
Chr04	37600001	37700000	50	0.25	0.240530303	0.75	0.7975543478
Chr04	37700001	37800000	27	1	0.8791666667	1	0.9320175439
Chr04	37800001	37900000	40	0.5	0.5119949495	0.9166666667	0.8712606838
Chr04	37900001	38000000	4	NA	NA	NA	NA
Chr04	38000001	38100000	42	0.1666666667	0.2342171717	0.6666666667	0.7368055556
Chr04	38100001	38200000	5	0.5833333333	0.5958333333	1	0.9875
Chr04	38200001	38300000	21	0.1666666667	0.3166666667	0.8541666667	0.8260416667
Chr04	38300001	38400000	11	0.0625	0.1964285714	0.75	0.8472222222
Chr04	38400001	38500000	22	0.25	0.2949561404	0.5	0.5803571429
Chr04	38500001	38600000	22	0.4375	0.44140625	0.875	0.8333333333
Chr04	38600001	38700000	34	0.6666666667	0.5941358025	0.9375	0.9013480392
Chr04	38700001	38800000	35	0.3333333333	0.4435483871	0.875	0.8428571429
Chr04	38800001	38900000	19	0.4479166667	0.4869791667	0.75	0.7781862745
Chr04	38900001	39000000	17	0.25	0.2791666667	0.625	0.6666666667
Chr04	39000001	39100000	14	0.75	0.6363636364	0.875	0.8636363636
Chr04	39100001	39200000	24	0.5833333333	0.6324404762	0.875	0.8515625
Chr04	39200001	39300000	6	0.40625	0.53125	0.75	0.8125
Chr04	39300001	39400000	31	0.25	0.2772988506	0.75	0.8447580645
Chr04	39400001	39500000	25	0.1875	0.3278508772	0.6875	0.685
Chr04	39500001	39600000	39	0.4166666667	0.4349747475	0.90625	0.8547149123
Chr04	39600001	39700000	35	0.5625	0.5482142857	0.875	0.8738095238
Chr04	39700001	39800000	1	NA	NA	NA	NA
Chr04	39800001	39900000	17	0.25	0.3145833333	0.875	0.8676470588
Chr04	39900001	40000000	41	0.375	0.2844551282	0.875	0.8288288288
Chr04	40000001	40100000	56	0.1875	0.2399193548	0.75	0.7049319728
Chr04	40100001	40200000	8	0	0.2291666667	0.75	0.7864583333
Chr04	40200001	40300000	90	0.0729166667	0.1851851852	1	0.8822565543
Chr04	40300001	40400000	33	0.25	0.2770833333	0.8125	0.7929292929
Chr04	40400001	40500000	27	0.4375	0.4692982456	1	0.899691358
Chr04	40500001	40600000	17	0.4166666667	0.2575757576	0.8645833333	0.8072916667
Chr04	40600001	40700000	30	0.0833333333	0.0989583333	1	0.9275
Chr04	40700001	40800000	3	NA	NA	NA	NA
Chr04	40800001	40900000	52	0.3125	0.2972972973	0.8125	0.825
Chr04	40900001	41000000	65	0	0.0883838384	0.75	0.8315972222
Chr04	41000001	41100000	11	0.1458333333	0.2864583333	0.75	0.7215909091
Chr04	41100001	41200000	7	0.25	0.25	1	0.9583333333
Chr04	41200001	41300000	14	0.03125	0.0807291667	0.75	0.7113095238
Chr04	41300001	41400000	17	0.3333333333	0.240530303	0.75	0.8307291667
Chr04	41400001	41500000	95	0	0.0441542289	0.75	0.7985347985
Chr04	41500001	41600000	18	0.1041666667	0.1488095238	0.75	0.78125
Chr04	41600001	41700000	26	0	0.0906862745	0.75	0.7331730769
Chr04	41700001	41800000	22	0.09375	0.1458333333	0.875	0.8446969697
Chr04	41800001	41900000	16	0.25	0.3145833333	1	0.8902777778
Chr04	41900001	42000000	2	NA	NA	NA	NA
Chr04	42000001	42100000	45	0	0.1202651515	0.78125	0.7579365079
Chr04	42100001	42200000	48	0.25	0.2708333333	0.9166666667	0.868844697
Chr04	42200001	42300000	63	0.1666666667	0.2277777778	1	0.8882902299
Chr04	42300001	42400000	18	0.25	0.3240740741	0.875	0.7806372549
Chr04	42400001	42500000	14	0.0833333333	0.2083333333	0.75	0.796474359
Chr04	42500001	42600000	118	0.03125	0.1560283688	0.6875	0.7125
Chr04	42600001	42700000	43	0.125	0.1979166667	0.75	0.765503876
Chr04	42700001	42800000	28	0.1875	0.2071078431	0.6875	0.7299382716
Chr04	42800001	42900000	6	0.375	0.3541666667	0.75	0.8
Chr04	42900001	43000000	11	0.4166666667	0.3779761905	0.9375	0.90625
Chr04	43000001	43100000	17	0.125	0.150462963	0.8125	0.8529411765
Chr04	43100001	43200000	33	0.3125	0.2838541667	0.875	0.8966346154
Chr04	43200001	43300000	19	0.3125	0.3257575758	0.875	0.8333333333
Chr04	43300001	43400000	8	0.28125	0.2916666667	0.8854166667	0.8854166667
Chr04	43400001	43500000	12	0.0625	0.1145833333	0.75	0.7986111111
Chr04	43500001	43600000	3	NA	NA	NA	NA
Chr04	43600001	43700000	27	0	0.0280797101	0.5729166667	0.6032986111
Chr04	43700001	43800000	42	0	0.0793010753	0.625	0.6088541667
Chr04	43800001	43900000	2	NA	NA	NA	NA
Chr04	43900001	44000000	10	0.1875	0.203125	1	0.8541666667
Chr04	44000001	44100000	29	0.0625	0.1711956522	0.6875	0.6941964286
Chr04	44100001	44200000	14	0.375	0.3776041667	0.96875	0.8541666667
Chr04	44200001	44300000	22	0.125	0.171474359	0.9166666667	0.8462301587
Chr04	44300001	44400000	18	0	0.1212121212	0.75	0.796875
Chr04	44400001	44500000	8	0.1666666667	0.175	0.7083333333	0.7369791667
Chr04	44500001	44600000	55	0	0.0222222222	0.6666666667	0.65875
Chr04	44600001	44700000	28	0	0.1111111111	0.6666666667	0.714673913
Chr04	44700001	44800000	4	NA	NA	NA	NA
Chr04	44800001	44900000	7	0.375	0.3452380952	0.9375	0.7857142857
Chr04	44900001	45000000	21	0.0625	0.1360294118	0.6666666667	0.6604166667
Chr04	45000001	45100000	11	0.3125	0.3333333333	0.75	0.8068181818
Chr04	45100001	45200000	24	0	0.0208333333	0.6666666667	0.7105263158
Chr04	45200001	45300000	17	0.28125	0.2291666667	0.9375	0.8138020833
Chr04	45300001	45400000	36	0	0.0860215054	0.6875	0.7077380952
Chr04	45400001	45500000	83	0	0.0357789855	0.6666666667	0.6890151515
Chr04	45500001	45600000	18	0	0.0572916667	0.71875	0.66015625
Chr04	45600001	45700000	37	0.125	0.1616161616	0.75	0.7044753086
Chr04	45700001	45800000	7	0.3333333333	0.4255952381	0.9375	0.8035714286
Chr04	45800001	45900000	17	0.21875	0.3125	0.75	0.75
Chr04	45900001	46000000	30	0	0.1200980392	0.75	0.7361111111
Chr04	46000001	46100000	8	NA	NaN	0.8333333333	0.8333333333
Chr04	46100001	46200000	33	0.0625	0.1841666667	0.75	0.7998737374
Chr04	46200001	46300000	42	0.25	0.2558333333	0.9375	0.8864087302
Chr04	46300001	46400000	15	0.09375	0.1291666667	0.875	0.8375
Chr04	46400001	46500000	27	0.3125	0.2821180556	0.75	0.703525641
Chr04	46500001	46600000	7	0.25	0.2125	0.75	0.7767857143
Chr04	46600001	46700000	23	0.09375	0.1458333333	1	0.808531746
Chr04	46700001	46800000	31	0	0.0583333333	0.75	0.7160493827
Chr04	46800001	46900000	23	0	0.0607638889	0.75	0.8283730159
Chr04	46900001	47000000	14	0.25	0.3125	0.875	0.75
Chr04	47000001	47100000	39	0.25	0.3357371795	0.8125	0.7702991453
Chr04	47100001	47200000	54	0	0.001984127	0.6666666667	0.5892210145
Chr04	47200001	47300000	9	0	0	0.75	0.8194444444
Chr04	47300001	47400000	35	0	0.0640432099	0.75	0.6451822917
Chr04	47400001	47500000	80	0	0.1084280303	0.75	0.7447916667
Chr04	47500001	47600000	39	0.1458333333	0.1659722222	0.71875	0.6902412281
Chr04	47600001	47700000	27	0	0.099537037	0.75	0.7538580247
Chr04	47700001	47800000	34	0.25	0.2170138889	0.625	0.5993055556
Chr04	47800001	47900000	13	0.15625	0.15625	1	0.8888888889
Chr04	47900001	48000000	26	0.3333333333	0.2222222222	0.75	0.7698863636
Chr04	48000001	48100000	21	0.25	0.3833333333	0.96875	0.875
Chr04	48100001	48200000	30	0	0.0305555556	0.75	0.8010057471
Chr04	48200001	48300000	12	0.1145833333	0.2890625	0.7916666667	0.8472222222
Chr04	48300001	48400000	10	0	0.0625	0.78125	0.6854166667
Chr04	48400001	48500000	23	0	0.1538461538	0.75	0.7572916667
Chr04	48500001	48600000	23	0.1041666667	0.2109375	1	0.8504901961
Chr04	48600001	48700000	38	0.21875	0.2715277778	0.75	0.7505952381
Chr04	48700001	48800000	32	0	0.2041666667	1	0.8630952381
Chr04	48800001	48900000	19	0.28125	0.2291666667	0.75	0.7604166667
Chr04	48900001	49000000	38	0.3333333333	0.428030303	0.875	0.8630952381
Chr04	49000001	49100000	31	0.2083333333	0.2517361111	1	0.9159722222
Chr04	49100001	49200000	48	0.0625	0.1442901235	0.78125	0.8015873016
Chr04	49200001	49300000	86	0.25	0.2108671171	0.75	0.786128692
Chr04	49300001	49400000	21	0	0.0454545455	0.75	0.8059210526
Chr04	49400001	49500000	10	0	0.1215277778	0.875	0.83125
Chr04	49500001	49600000	3	NA	NA	NA	NA
Chr04	49600001	49700000	35	0	0.0931372549	0.6875	0.6969086022
Chr04	49700001	49800000	7	0	0.03125	0.5625	0.5267857143
Chr04	49800001	49900000	2	NA	NA	NA	NA
Chr04	49900001	50000000	76	0	0.0952380952	0.75	0.7106164384
Chr04	50000001	50100000	13	0	0.0511363636	0.34375	0.46875
Chr04	50100001	50200000	2	NA	NA	NA	NA
Chr04	50200001	50300000	7	0.03125	0.03125	0.6875	0.6666666667
Chr04	50300001	50400000	17	0.125	0.1593137255	0.75	0.7181372549
Chr04	50400001	50500000	46	0.21875	0.2265625	0.75	0.7703703704
Chr04	50500001	50600000	17	0.1875	0.15625	0.7916666667	0.8303571429
Chr04	50600001	50700000	12	0.8333333333	0.6	0.9166666667	0.8712121212
Chr04	50700001	50800000	21	0.5	0.5511363636	0.875	0.9
Chr04	50800001	50900000	6	0.625	0.475	0.75	0.7708333333
Chr04	50900001	51000000	5	0.5	0.4375	0.875	0.7625
Chr04	51000001	51100000	10	0.375	0.2916666667	0.8125	0.7708333333
Chr04	51100001	51200000	28	0	0.0960648148	0.75	0.7199074074
Chr04	51200001	51300000	24	0	0.0185185185	0.6666666667	0.6730072464
Chr04	51300001	51400000	21	0	0.1291666667	0.75	0.7599206349
Chr04	51400001	51500000	9	0.1875	0.2767857143	0.8125	0.75
Chr04	51500001	51600000	15	0	0.1944444444	0.8541666667	0.8511904762
Chr04	51600001	51700000	25	0.3333333333	0.3392857143	0.84375	0.7196180556
Chr04	51700001	51800000	5	0.34375	0.3645833333	0.8125	0.8
Chr04	51800001	51900000	39	0.4166666667	0.4774305556	1	0.8826754386
Chr04	51900001	52000000	30	0.25	0.3220486111	0.875	0.8464506173
Chr04	52000001	52100000	44	0.5	0.4737903226	0.875	0.8797348485
Chr04	52100001	52200000	87	0.375	0.4174836601	0.875	0.8965517241
Chr04	52200001	52300000	16	0.5729166667	0.5329861111	0.9166666667	0.9006410256
Chr04	52300001	52400000	20	0.5	0.5074404762	0.9270833333	0.88671875
Chr04	52400001	52500000	35	0.4375	0.4625	0.8125	0.781547619
Chr04	52500001	52600000	36	0.5	0.4696180556	0.8125	0.8196428571
Chr04	52600001	52700000	9	0.28125	0.3541666667	0.84375	0.8359375
Chr04	52700001	52800000	10	0.4375	0.5744047619	0.84375	0.84375
Chr04	52800001	52900000	8	0.46875	0.5364583333	0.78125	0.6979166667
Chr04	52900001	53000000	16	0.3958333333	0.390625	0.875	0.84375
Chr04	53000001	53100000	14	0.4166666667	0.4734848485	0.78125	0.7604166667
Chr04	53100001	53200000	53	0.25	0.2391666667	0.4375	0.4276960784
Chr04	53200001	53300000	7	0.4375	0.3839285714	0.75	0.6785714286
Chr04	53300001	53400000	37	0.1979166667	0.2520833333	0.78125	0.7465277778
Chr04	53400001	53500000	18	0.8333333333	0.71875	0.9270833333	0.8958333333
Chr04	53500001	53600000	76	0.4166666667	0.4295977011	0.875	0.8533220721
Chr04	53600001	53700000	7	0.6875	0.7208333333	0.65625	0.703125
Chr04	53700001	53800000	17	0.6041666667	0.6111111111	0.75	0.78515625
Chr04	53800001	53900000	15	0.5	0.4551282051	0.9375	0.8347222222
Chr04	53900001	54000000	7	0.75	0.734375	0.84375	0.8159722222
Chr04	54000001	54100000	7	0.34375	0.3645833333	0.75	0.7410714286
Chr04	54100001	54200000	8	0.25	0.28125	0.9166666667	0.7916666667
Chr04	54200001	54300000	22	0.3958333333	0.4244791667	0.875	0.8607954545
Chr04	54300001	54400000	24	0.6666666667	0.6013888889	1	0.9045138889
Chr04	54400001	54500000	4	NA	NA	NA	NA
Chr04	54500001	54600000	12	0.4270833333	0.4296875	0.9270833333	0.8802083333
Chr04	54600001	54700000	54	0.4166666667	0.437037037	0.75	0.7239583333
Chr04	54700001	54800000	22	0.5	0.521875	0.875	0.8611111111
Chr04	54800001	54900000	3	NA	NA	NA	NA
Chr04	54900001	55000000	30	0.6666666667	0.5959821429	0.8125	0.7805555556
Chr04	55000001	55100000	49	0.625	0.581547619	0.875	0.8590425532
Chr04	55100001	55200000	77	0.375	0.40625	0.875	0.8625541126
Chr04	55200001	55300000	21	0.3333333333	0.4473039216	0.8125	0.8125
Chr04	55300001	55400000	18	0.5	0.4935897436	0.8541666667	0.8414351852
Chr04	55400001	55500000	9	0.5833333333	0.6041666667	0.9375	0.7986111111
Chr04	55500001	55600000	18	0.3958333333	0.3794642857	0.6875	0.7314814815
Chr04	55600001	55700000	6	0.5	0.5166666667	0.6875	0.6875
Chr04	55700001	55800000	5	0.625	0.625	0.9375	0.8666666667
Chr04	55800001	55900000	35	0.5	0.5387931034	0.875	0.9035714286
Chr04	55900001	56000000	65	0.3125	0.3552259887	0.8125	0.8073717949
Chr04	56000001	56100000	13	0.4375	0.4907407407	0.875	0.8701923077
Chr04	56100001	56200000	13	0.3125	0.359375	0.78125	0.7361111111
Chr04	56200001	56300000	23	0.7916666667	0.7565104167	1	0.9211956522
Chr04	56300001	56400000	1	NA	NA	NA	NA
Chr04	56400001	56500000	5	0.5625	0.675	0.9166666667	0.7708333333
Chr04	56500001	56600000	3	NA	NA	NA	NA
Chr04	56600001	56700000	11	0.8333333333	0.7045454545	0.75	0.7878787879
Chr04	56700001	56800000	11	0.71875	0.73125	0.9375	0.8257575758
Chr04	56800001	56900000	13	0.5833333333	0.578525641	0.75	0.7884615385
Chr04	56900001	57000000	8	0.5833333333	0.6279761905	0.75	0.8303571429
Chr04	57000001	57100000	53	0.5	0.5518617021	0.8125	0.7904647436
Chr04	57100001	57200000	41	0.5625	0.5900900901	0.75	0.7322154472
Chr04	57200001	57300000	39	0.4375	0.4577546296	0.6875	0.673245614
Chr04	57300001	57400000	11	0.5833333333	0.5549242424	0.875	0.8409090909
Chr04	57400001	57500000	13	0.6666666667	0.4583333333	0.84375	0.7604166667
Chr04	57500001	57600000	10	0.7083333333	0.70625	0.9375	0.8854166667
Chr04	57600001	57700000	13	0.625	0.6475694444	0.875	0.8715277778
Chr04	57700001	57800000	16	0.375	0.4439102564	0.8333333333	0.7980769231
Chr04	57800001	57900000	10	0.71875	0.6979166667	0.9375	0.8729166667
Chr04	57900001	58000000	10	0.6145833333	0.5026041667	0.9166666667	0.8145833333
Chr04	58000001	58100000	69	0.5729166667	0.5164930556	0.8333333333	0.8288043478
Chr04	58100001	58200000	13	0.5625	0.6180555556	0.84375	0.8263888889
Chr04	58200001	58300000	29	0.75	0.6765873016	0.875	0.8518518519
Chr04	58300001	58400000	3	NA	NA	NA	NA
Chr04	58400001	58500000	6	0.5	0.4333333333	0.8125	0.7041666667
Chr04	58500001	58600000	37	0.625	0.6328828829	0.8333333333	0.8181306306
Chr04	58600001	58700000	5	0.7916666667	0.7916666667	0.9375	0.9375
Chr04	58700001	58800000	6	0.625	0.6493055556	0.875	0.8854166667
Chr04	58800001	58900000	52	0.625	0.6467013889	0.84375	0.8028846154
Chr04	58900001	59000000	37	0.5625	0.5873842593	0.875	0.8232142857
Chr05	1	100000	19	0.5	0.5427631579	0.5	0.5010964912
Chr05	100001	200000	14	0.875	0.7678571429	0.9375	0.8697916667
Chr05	200001	300000	18	0.8333333333	0.7806372549	1	0.9569444444
Chr05	300001	400000	10	0.59375	0.58125	0.65625	0.725
Chr05	400001	500000	4	NA	NA	NA	NA
Chr05	500001	600000	8	0.5625	0.6197916667	0.8125	0.7786458333
